event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
RUS22260,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-) Air Force",,8,18,,643,Europe,Russia,Bryansk,Bryansk,,Bryansk,53.2521,34.3717,3,ITAR-TASS,National,"Interception: On 30 August 2024, Russian military intercepted and shot down 11 Ukrainian drones over the Bryansk Region (coded as Bryansk (Bryansk)). No casualties.",0,,1725414550
RUS22261,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Unidentified Military Forces",,8,18,,643,Europe,Russia,Kaluga,Kaluga,,Kaluga,54.5293,36.2754,2,ITAR-TASS,National,"Interception: On 30 August 2024, Russian military intercepted and shot down 4 drones near Kaluga (Kaluga). Russian sources suspect that Kaluga airport and a now repurposed former Volkswagen manufacturing plant were targets for the drones. No casualties.",0,,1725414550
RUS22262,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-) Air Force",,8,18,,643,Europe,Russia,Belgorod,Belgorod,,Belgorod,50.6107,36.5802,3,ITAR-TASS,National,"Interception: On 30 August 2024, Russian military intercepted and shot down 2 Ukrainian drones over the Belgorod Region (coded as Belgorod (Belgorod)). No casualties.",0,,1725414550
RUS22263,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-) Air Force",,8,18,,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,3,ITAR-TASS,National,"Interception: On 30 August 2024, Russian military intercepted and shot down 1 Ukrainian drone over the Kursk Region (coded as Kursk (Kursk)). No casualties.",0,,1725414550
RUS22264,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Russia (2000-) State Emergency Service",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Lgov,,Lgov,51.65,35.2565,1,ITAR-TASS,National,"Defusal: On 30 August 2024, emergency service workers defused HIMARS cluster munitions in Lgov (Lgov, Kursk). According to the Russian State Emergency Service, the munitions were there after a missile strike that occurred previously (coded separately). No casualties.",0,,1725414550
RUS22265,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Ukraine (2019-)",,8,"Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",1,18,,643,Europe,Russia,Kursk,Korenevskiy,,Kremyanoe,51.3913,35.079,2,ITAR-TASS,National,"On 30 August 2024, Ukrainian forces engaged in battles with Russian forces, supported by aviation and artillery, near the village of Kremyanoe (Korenevskiy, Kursk). According to the Russian sources, Russian military managed to repel all the attacks. According to the Russian MoD, during the battles, shelling and airstrikes near Kremyanoe, Cherkasskoe Porechnoe, Malaya Loknya and Russkaya Konopelka (coded separately) Ukrainian military lost up to 40 servicemen, 3 armored vehicles and 2 cars. [Russian MoD reported 40 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1725414550
RUS22267,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,"Malaya Loknya",51.3304,35.2235,2,ITAR-TASS,National,"On 30 August 2024, Russian military carried our air strikes and shelled with (likely) artillery the Ukrainian forces that were attempting to advance near the village of Malaya Loknya (Sudzhanskiy, Kursk). According to the Russian MoD, during the shelling, airstrikes and battles near Malaya Loknya, Russkaya Konopelka, Cherkasskoe Porechnoe and Kremyanoe (coded separately) Ukrainian military lost up to 40 servicemen, 3 armored vehicles and 2 cars. [Russian MoD reported 40 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1725414550
RUS22268,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,"Russkaya Konopel'ka",51.1819,35.4005,2,ITAR-TASS,National,"On 30 August 2024, Russian military carried our air strikes and shelled with (likely) artillery the Ukrainian forces that were attempting to advance near the village of Russkaya Konopel'ka (Sudzhanskiy, Kursk). According to the Russian MoD, during the shelling, airstrikes and battles near Russkaya Konopel'ka, Malaya Loknya, Cherkasskoe Porechnoe and Kremyanoe (coded separately) Ukrainian military lost up to 40 servicemen, 3 armored vehicles and 2 cars. [Russian MoD reported 40 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1725414550
RUS22269,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Russia (2000-) State Emergency Service",,1,"Unidentified Military Forces",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,Sudzha,51.2324,35.3042,3,ITAR-TASS,National,"Defusal: On 30 August 2024, emergency service workers defused 6 munitions in 2 settlements in the border area of the Kursk Region (coded as Sudzha (Sudzhanskiy, Kursk)). Among the defused munitions were: 1 aerial bomb, 1 anti-tank mine with a fuse and 3 grenade launcher shots. No casualties.",0,,1725414550
RUS22271,"30 August 2024",2024,2,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Korenevskiy,,Snagost,51.3152,34.8944,2,"Argumenty I Fakty",National,"Around 30 August 2024 (as reported), Russian forces engaged in battles with Ukrainian recon group to the north of Snagost (Korenevskiy, Kursk). According to the Russian sources, soldiers from the 51st Guards Airborne Regiment of the Russian Armed Forces 'destroyed' the group consisting of 22 soldiers belonging to the 22nd separate mechanized brigade of the Armed Forces of Ukraine. [Argumenty I Fakty, citing Russian armed forces, reported 22 fatalities. 10 fatalities coded to this event]",10,,1725414550
RUS22273,"30 August 2024",2024,2,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force",,8,"Military Forces of Russia (2000-)","Civilians (Russia)",1,18,,643,Europe,Russia,Kursk,Glushkovskiy,,Karyzh,51.3783,34.4571,2,"Argumenty I Fakty; Komsomolskaya Pravda",National,"Around 30 August 2024 (as reported), Ukraine carried out an air strike at the pontoon bridge (likely military) over the river Seym near Karyzh (Glushkovskiy, Kursk). According to the Russian war reporters, 3 civilians were killed. According to the Russian Chief Military Investigation Department, 1 civilian died, 2 are missing and 1 was injured. Russian Chief Military Investigation Department reported 1 fatality. Coded as 1 fatality.",1,,1725414550
RUS22274,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Korenevskiy,,Korenevo,51.4043,34.9128,2,Telegram,"New media","On 30 August 2024, according to the Russian war reporters, Ukrainian infantry and armored groups engaged in battles with Russian forces, near the town of Korenevo (Korenevskiy, Kursk). According to the Russian MoD, during 30 August, Ukrainian military lost more than 380 servicemen (40 of those were attributed to specific events), 22 armored vehicles, 1 artillery piece, 2 mortars, (3 armored vehicles and 2 cars were attributed to specific events). [Russian MoD reported 380 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1725414550
RUS22275,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Korenevskiy,,Krasnooktyabrskoe,51.3474,34.8179,2,Telegram,"New media","On 30 August 2024, according to the Russian war reporters, Ukrainian forces engaged in battles with Russian forces, near the village of Krasnooktyabrskoe (Korenevskiy, Kursk). According to the Russian MoD, during 30 August, Ukrainian military lost more than 380 servicemen (40 of those were attributed to specific events), 22 armored vehicles, 1 artillery piece, 2 mortars, (3 armored vehicles and 2 cars were attributed to specific events). [Russian MoD reported 380 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1725414550
RUS22276,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,Kamyshovka,51.3776,35.2861,2,Telegram,"New media","On 30 August 2024, according to the Russian war reporters, Ukrainian armored group engaged in battles with Russian forces, near the village of Kamyshovka (Sudzhanskiy, Kursk). Russian forces managed to repel the attack. According to the Russian MoD, during 30 August, Ukrainian military lost more than 380 servicemen (40 of those were attributed to specific events), 22 armored vehicles, 1 artillery piece, 2 mortars, (3 armored vehicles and 2 cars were attributed to specific events). [Russian MoD reported 380 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1725414550
RUS22410,"30 August 2024",2024,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Russia (2000-)",,1,"Civilians (International)",,7,17,,643,Europe,Russia,"Moscow Oblast",Pushkinskiy,,Pushkino,55.9994,37.8375,1,"Argumenty I Fakty",National,"On 30 August 2024, police detained 120 illegal migrants during a police raid in Pushkino (Pushkinskiy, Moscow Oblast). All of them received a fine and will be deported.",0,,1725414550
UKR172296,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,Alisivka,50.2686,36.297,2,"Ministry of Defence of Russia",National,"On 30 August 2024, Russian and Ukrainian forces clashed near Alisivka, Kharkiv. According to Russian sources, up to 125 Ukrainian servicemen were killed near Alisivka and Vovchanski Khutory. [Russian MoD reported 125 fatalities. Coded as 10 fatalities split across 2 events. 5 fatalities coded to this event].",5,,1725414556
UKR172297,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Andriivka,49.4233,37.903,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces clashed near Andriivka, Luhansk. Casualties unknown.",0,,1725414556
UKR172298,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Andriivka,48.5008,37.968,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian and Ukrainian forces clashed near Andriivka, Donetsk. Casualties unknown.",0,,1725414556
UKR172299,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,"Suspilne Media",National,"On 30 August 2024, Russian forces conducted an FPV drone strike and fired grenade-launchers near Bilopillia, Sumy. Casualties unknown.",0,,1725414556
UKR172300,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Blahovishchenske,46.6243,32.4727,1,Ukrinform,National,"On 30 August 2024, Russian forces shelled Blahovishchenske, Kherson. A civilian was wounded.",0,,1725414556
UKR172301,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,"Chasiv Yar",48.5869,37.8324,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 30 August 2024, Russian forces, supported by air units, clashed with Ukrainian forces near Chasiv Yar, Donetsk. According to Russian sources, up to 780 Ukrainian servicemen were killed near Chasiv Yar, Zaliznianske, Kurdiumivka, and Kostiantynivka. [Russian MoD reported 780 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1725414556
UKR172302,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Chepkaska,Cherkasy,49.4285,32.0621,3,"Ministry of Defence of Ukraine",Other,"Interception: On 30 August 2024, Ukrainian forces shot down Russian Shahed drones above Cherkasy Oblast (coded to Cherkasy, Cherkasy.)",0,,1725414556
UKR172303,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Cherneshchyna,49.3142,37.8493,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces clashed near Cherneshchyna, Kharkiv. Casualties unknown.",0,,1725414556
UKR172304,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,3,"Ministry of Defence of Ukraine",Other,"Interception: On 30 August 2024, Ukrainian forces shot down Russian Shahed drones above Chernihiv Oblast (coded to Chernihiv, Chernihiv.)",0,,1725414556
UKR172305,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Chervonohryhorivka,47.619,34.5369,1,"Suspilne Media",National,"On 30 August 2024, Russian forces shelled Chervonohryhorivka, Dnipropetrovsk. Four civilians were wounded.",0,,1725414556
UKR172306,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces conducted airstrikes near Chuhuiv, Kharkiv. Casualties unknown.",0,,1725414556
UKR172307,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Druzhbivska,Chuikivka,52.0296,34.0037,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces shelled near Chuikivka, Sumy, with 120mm mortars. Casualties unknown.",0,,1725414556
UKR172308,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Dibrova,49.0005,38.1123,2,"Ministry of Defence of Russia",National,"On 30 August 2024, Russian and Ukrainian forces clashed near Dibrova, Luhansk. According to Russian sources, up to 460 Ukrainian servicemen were killed near Petropavlivka, Lozova, Novovodyane, Dibrova, Hryhorivka, and Serebrianka. [Russian MoD reported 460 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1725414556
UKR172309,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Volnovaska,Dmytrivka,47.5456,37.5186,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces conducted airstrikes near Dmytrivka, Donetsk. Casualties unknown.",0,,1725414556
UKR172310,"30 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,"Ministry of Defence of Ukraine",Other,"Interception: On 30 August 2024, Ukrainian forces shot down Russian Shahed drones above Dnipropetrovsk Oblast (coded to Dnipro, Dnipropetrovsk.)",0,,1725414556
UKR172311,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Dolynivka,48.0977,37.4134,2,"Deep State",National,"On 30 August 2024, Russian and Ukrainian forces clashed near Dolynivka, Donetsk. Russian forces advanced. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 8 fatalities coded to this event.",8,,1725414556
UKR172312,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) 1st Donetsk Army Corps",,8,18,,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,"Donetsk - Petrovskyi",47.9495,37.6138,1,"DPR Armed Forces Press Service",Other,"On 30 August 2024, Ukrainian forces shelled an unidentified target (coded as 1st Donetsk Army Corps) in Donetsk - Petrovskyi, Donetsk. Casualties unknown.",0,,1725414556
UKR172313,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Druzhbivska,Druzhba,52.0444,33.9402,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces conducted FPV drone strikes and shelled with artillery and tanks near Druzhba, Sumy. Casualties unknown.",0,,1725414556
UKR172314,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Konstantinovskaya,Druzhba,48.4098,37.9104,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 30 August 2024, Russian forces conducted KAB strikes on Ukrainian forces near Druzhba, Donetsk.According to Russian sources, up to 455 Ukrainian servicemen were killed near Pivnichne, Rozivka, Hrodivka, Kalynivka, Mykhailivka, and Druzhba. [Russian MoD reported 455 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1725414556
UKR172315,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Druzheliubivka,49.263,37.8575,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces clashed near Druzheliubivka, Kharkiv. Casualties unknown.",0,,1725414556
UKR172316,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,,804,Europe,Ukraine,Crimea,Dzhankoiskyi,Dzhankoiska,Dzhankoy,45.7095,34.3891,2,"Flot 2017",Subnational,"On 30 August 2024, Ukrainian forces conducted strikes with an unidentified missile system (coded as shelling/artillery/missile attack) near Dzhankoy, Crimea. Casualties unknown.",0,,1725414556
UKR172317,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Esman,51.7701,34.0673,2,"Suspilne Media",National,"On 30 August 2024, Russian forces conducted mortar, MLRS, and FPV drone strikes near Esman, Sumy. Casualties unknown.",0,,1725414556
UKR172318,"30 August 2024",2024,1,"Political violence",Battles,"Non-state actor overtakes territory","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Halytsynivka,48.1011,37.447,2,"Deep State; Institute for the Study of War; Ministry of Defence of Ukraine",Other-National,"On 30 August 2024, Russian and Ukrainian forces clashed near Halytsynivka, Donetsk. Russian forces advanced. Russian sources claimed to occupy the settlement. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 8 fatalities coded to this event.",8,,1725414556
UKR172319,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Heorhiivka,47.9636,37.4383,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian and Ukrainian forces clashed near Heorhiivka, Donetsk. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 8 fatalities coded to this event.",8,,1725414556
UKR172320,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Hlukhiv,51.6782,33.9162,1,"Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 30 August 2024, Russian forces conducted a KAB strike on a school, shelled, and conducted drone strikes in Hlukhiv, Sumy. A civilian was wounded.",0,,1725414556
UKR172321,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Hlushkivka,49.5858,37.7083,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces, supported by air units, clashed with Ukrainian forces near Hlushkivka, Kharkiv. Casualties unknown.",0,,1725414556
UKR172322,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,Hoptivka,50.2828,36.2693,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces conducted KAB strikes near Hoptivka, Kharkiv. Casualties unknown.",0,,1725414556
UKR172323,"30 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) 1st Donetsk Army Corps",,8,18,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,"DPR Armed Forces Press Service",Other,"On 30 August 2024, Ukrainian forces shelled an unidentified target (coded as 1st Donetsk Army Corps) in Horlivka, Donetsk. Casualties unknown.",0,,1725414556
UKR172324,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Hrekivka,49.245,37.9205,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian forces clashed near Hrekivka, Luhansk. Casualties unknown.",0,,1725414556
UKR172325,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Hrodivka,48.2629,37.3789,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 30 August 2024, Russian and Ukrainian forces clashed near Hrodivka, Donetsk. According to Russian sources, up to 455 Ukrainian servicemen were killed near Pivnichne, Rozivka, Hrodivka, Kalynivka, Mykhailivka, and Druzhba. [Russian MoD reported 455 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event]. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 8 fatalities coded to this event. Overall fatalities coded as 10.",10,,1725414556
UKR172326,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Selydivska,Hryhorivka,48.1631,37.23,2,"Ministry of Defence of Russia",National,"On 30 August 2024, Russian and Ukrainian forces clashed near Hryhorivka, Donetsk. According to Russian sources, up to 460 Ukrainian servicemen were killed near Petropavlivka, Lozova, Novovodyane, Dibrova, Hryhorivka, and Serebrianka. [Russian MoD reported 460 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event]. According to Ukrainian sources, 132 Russian soldiers were killed and 186 wounded on the Pokrovsk Front (coded to Vozdvyzhenka, Hrodivka, Karlivka, Novohrodivka, Marynivka, Mykhailivka, Ukrainsk, Halytsynivka, Heorhiivka, Kostiantynivka, Vodyane, Myroliubivka, Selydove, Dolynivka, Hryhorivka, Kostiantynivka, Zhelanne Pershe, Lysivka, and Myrnohrad). 132 fatalities split across 18 events, 8 fatalities coded to this event. Overall fatalities coded as 9.",9,,1725414556
UKR172327,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Ivanivske,48.5722,37.9174,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian and Ukrainian forces clashed near Ivanivske, Donetsk. Casualties unknown.",0,,1725414556
UKR172328,"30 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Zvanivska,Ivano-Darivka,48.8138,38.1948,2,"Ministry of Defence of Ukraine",Other,"On 30 August 2024, Russian and Ukrainian forces clashed near Ivano-Darivka, Donetsk. Casualties unknown.",0,,1725414556
