event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR171124,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Ploshchanka,49.2088,38.0832,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Ploshchanka, Luhansk. Casualties unknown.",0,,1724787180
UKR171125,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Spirne,48.8082,38.2588,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Spirne, Donetsk. Casualties unknown.",0,,1724787180
UKR171126,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Ivanivske,48.5722,37.9174,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Ivanivske, Donetsk. Casualties unknown.",0,,1724787180
UKR171127,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Andriivka,48.5008,37.968,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Andriivka, Donetsk. Casualties unknown.",0,,1724787180
UKR171128,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Komyshivka,48.1804,37.4681,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Komyshivka, Donetsk. Casualties unknown.",0,,1724787180
UKR171129,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Pavlivka,47.7579,37.2176,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Pavlivka, Donetsk. Casualties unknown.",0,,1724787180
UKR171155,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,"Suspilne Media",National,"On 18 August 2024, Russian forces carried out drone strikes and fired artillery near Seredyna-Buda, Sumy. Casualties unknown.",0,,1724787180
UKR171156,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Esman,51.7701,34.0673,2,"Suspilne Media",National,"On 18 August 2024, Russian forces carried out airstrikes and drone strikes and fired artillery near Esman, Sumy. Casualties unknown.",0,,1724787180
UKR171157,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Hlukhiv,51.6782,33.9162,1,"Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 18 August 2024, Russian air forces carried out FPV-drone strikes at Hlukhiv, Sumy. Casualties unknown.",0,,1724787180
UKR171158,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Khotin,51.0786,34.78,2,"Suspilne Media",National,"On 18 August 2024, Russian forces carried out airstrikes and drone strikes and fired mortars near Khotin, Sumy. Casualties unknown.",0,,1724787180
UKR171160,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandpivska,"Zolota Balka",47.3784,33.9647,2,"Suspilne Media",National,"On 18 August 2024, Russian forces carried out FPV-drone strikes and shelled near Zolota Balka, Kherson. Casualties unknown.",0,,1724787180
UKR170939,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Mykhailivka,48.1366,37.376,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Mykhailivka, Donetsk. Russian air forces carried out airstrikes. 231 Russian servicemen were killed near Zelene Pole, Hrodivka, Myroliubivka, Mykolaivka, Ptyche, Novohrodivka, Zavitne, Kalynove, Vozdvyzhenka and Mykhailivka. 23 fatalities coded to this event.",23,,1725414554
UKR170964,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Hrodivka,48.2629,37.3789,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Hrodivka, Donetsk. 231 Russian servicemen were killed near Zelene Pole, Hrodivka, Myroliubivka, Mykolaivka, Ptyche, Novohrodivka, Zavitne, Kalynove, Vozdvyzhenka and Mykhailivka. 23 fatalities coded to this event.",23,,1725414554
UKR170966,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Mykolaivka,48.1849,37.3889,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Mykolaivka, Donetsk. 231 Russian servicemen were killed near Zelene Pole, Hrodivka, Myroliubivka, Mykolaivka, Ptyche, Novohrodivka, Zavitne, Kalynove, Vozdvyzhenka and Mykhailivka. 23 fatalities coded to this event.",23,,1725414554
UKR170968,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Novohrodivka,48.2053,37.3388,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Novohrodivka, Donetsk. 231 Russian servicemen were killed near Zelene Pole, Hrodivka, Myroliubivka, Mykolaivka, Ptyche, Novohrodivka, Zavitne, Kalynove, Vozdvyzhenka and Mykhailivka. 23 fatalities coded to this event.",23,,1725414554
UKR171159,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Richkivska,Richky,51.1197,34.4947,2,"Suspilne Media",National,"On 18 August 2024, Russian air forces carried out airstrikes near Richky, Sumy. Casualties unknown.",0,,1725414554
RUS21867,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Main Directorate of Intelligence",,8,"Police Forces of Russia (2000-) State Emergency Service",,1,18,,643,Europe,Russia,Rostov,Proletarskiy,,Proletarsk,46.7038,41.7275,1,"Activatica; Argumenty I Fakty; Caucasian Knot; Charter-97; ITAR-TASS; Kommersant; Nasha Niva",Other-Subnational,"On 18 August 2024, Ukrainian Directorate of Intelligence launched kamikaze drones at an oil depot in Proletarsk (Proletarskiy, Rostov). Russian military intercepted a few drones, the debris that fell on the 'Kavkaz' oil depot warehouse premises caused diesel fuel to catch fire. When the firefighters attempted to extinguish the fire they were attacked by drones once again. The fire continued to burn for 16 days (before it was extinguished) on a territory of 10 square km, and according to some sources, led to a serious deterioration in air quality in the city. 49 firefighters were injured in the result of fire, subsequent explosions and during the fire extinguishing process. 30 fuel tanks, each of which can contain up to 500 square meters of fuel were destroyed or damaged.",0,,1725991728
RUS21646,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,"Cherkasskaya Konopel'ka",51.1528,35.3441,2,ITAR-TASS,National,"On 18 August 2024, Russian Military shelled with (likely) artillery the positions of Ukrainian military near the village of Cherkasskaya Konopelka (Sudzhanskiy, Kursk). Casualties unknown.",0,,1726526147
RUS21675,"18 August 2024",2024,2,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Ukraine (2019-)",,8,"Military Forces of Russia (2000-)",,1,18,,643,Europe,Russia,Kursk,Bolshesoldatskiy,,Nechaev,51.3511,35.3722,1,"Liveuamap; Telegram","Local partner-New media","Around 18 August 2024 (between 16 August - 20 August), Ukrainian military gained control over the village of Nechaev (Bolshesoldatskiy, Kursk). It Is unknown if there were battles.",0,,1726526147
RUS21603,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,Kositsa,51.309,35.3149,2,ITAR-TASS,National,"On 17 August 2024, Russian Military shelled with (likely) artillery the positions of Ukrainian military near the village of Kositsa (Sudzhanskiy, Kursk). According to Russian MoD, Ukrainian forces that were targeted consisted of manpower and vehicles from the 22nd, 61st, 115th mechanized, and 82nd airborne assault brigades. Casualties unknown.",0,,1724779531
RUS21616,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,"Novaya Sorochina",51.3582,35.2268,2,ITAR-TASS,National,"On 17 August 2024, Russian Military shelled with (likely) artillery the positions of Ukrainian military near the village of Novaya Sorochina (Sudzhanskiy, Kursk). According to Russian MoD, Ukrainian forces that were targeted consisted of manpower and vehicles from the 22nd, 61st, 115th mechanized, and 82nd airborne assault brigades. Casualties unknown.",0,,1724779531
RUS21565,"17 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-) Air Force",,8,18,,643,Europe,Russia,Belgorod,Belgorod,,Belgorod,50.6107,36.5802,3,ITAR-TASS,National,"Interception: On 17 August 2024, Russian military intercepted and shot down 7 Ukrainian drones over the Belgorod Region (coded as Belgorod (Belgorod)). No casualties.",0,,1724787175
RUS21580,"17 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-) Air Force",,8,18,,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,3,ITAR-TASS,National,"Interception: On 17 August 2024, Russian military intercepted and shot down 1 Ukrainian drone over the Kursk Region (coded as Kursk (Kursk)). No casualties.",0,,1724787175
RUS21583,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Shebekinskiy,,Arkhangelskoe,50.3535,36.7845,1,Telegram,"New media","On 17 August 2024, Ukrainian military carried out 4 drone strikes and shelled 9 times with 37 (likely) artillery shells multiple targets across 7 locations in Shebekinskiy district, including the village of Arkhangelskoe (Shebekinskiy, Belgorod). Across 7 locations: No casualties, power lines were damaged, Russian military shot down 1 drone.",0,,1724787175
RUS21586,"17 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Ukraine (2019-)",,8,"Military Forces of Russia (2000-)",,1,18,,643,Europe,Russia,Kursk,Lgovskiy,,Alekseevskiy,51.4687,35.2178,2,Telegram,"New media","On 17 August 2024, in attempts to capture a village, Ukrainian military engaged in battle with Russian forces near Alekseevskiy (Lgovskiy, Kursk). Casualties unknown.",0,,1724787175
RUS21587,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Shebekinskiy,,Balki,50.4565,37.3283,1,Telegram,"New media","On 17 August 2024, Ukrainian military carried out 4 drone strikes and shelled 9 times with 37 (likely) artillery shells multiple targets across 7 locations in Shebekinskiy district, including the village of Balki (Shebekinskiy, Belgorod). Across 7 locations: No casualties, power lines were damaged, Russian military shot down 1 drone.",0,,1724787175
RUS21588,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Grayvoronskiy,,Bezymeno,50.3863,35.703,1,Telegram,"New media","On 17 August 2024, Ukrainian military carried out 2 drone strikes and shelled 8 times with 44 (likely) artillery shells multiple targets across 4 locations in Grayvoronskiy district, including the village of Bezymeno (Grayvoronskiy, Belgorod). Across 4 locations: No casualties, 2 'social objects' were damaged.",0,,1724787175
RUS21590,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Grayvoronskiy,,Gorkovsky,50.4473,35.8511,1,Telegram,"New media","On 17 August 2024, Ukrainian military carried out 2 drone strikes and shelled 8 times with 44 (likely) artillery shells multiple targets across 4 locations in Grayvoronskiy district, including the village of Gorkovsky (Grayvoronskiy, Belgorod). Across 4 locations: No casualties, 2 'social objects' were damaged.",0,,1724787175
RUS21591,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Krasnoyaruzhskiy,,Kolotilovka,50.8126,35.4343,1,Telegram,"New media","On 17 August 2024, Ukrainian military carried out 1 drone strike and shelled 4 times with 14 (likely) artillery shells multiple targets across 3 locations in Krasnoyaruzhskiy district, including the village of Kolotilovka (Krasnoyaruzhskiy, Belgorod). Across 3 locations: No casualties.",0,,1724787175
RUS21592,"17 August 2024",2024,2,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Ukraine (2019-)",,8,"Military Forces of Russia (2000-)",,1,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,Borki,51.1015,35.4146,1,Charter-97,Regional,"Around 17 August 2024 (between 16 August - 17 August), according to Ukrainian sources, Ukrainian military gained control over the village of Borki (Sudzhanskiy, Kursk). It Is unknown if there were battles.",0,,1724787175
RUS21593,"17 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,8,"Civilians (Russia)",,7,78,"Civilian targeting",643,Europe,Russia,Belgorod,Shebekinskiy,,Shebekino,50.4106,36.8935,1,Telegram,"New media","On 17 August 2024, Ukrainian military shelled with (likely) artillery the town of Shebekino (Shebekinskiy, Belgorod). 3 civilians (2 women and 1 man) were injured, 2 houses, 1 car and power lines were damaged.",0,,1724787175
RUS21594,"17 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Ukraine (2019-)",,8,"Military Forces of Russia (2000-)",,1,18,,643,Europe,Russia,Kursk,Belovskiy,,Gir'i,51.0866,35.5761,2,Telegram,"New media","On 17 August 2024, Ukrainian military engaged in battle with Russian forces near Gir'i (Belovskiy, Kursk). Casualties unknown.",0,,1724787175
RUS21595,"17 August 2024",2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Chechen Battalion of Ramzan Kadyrov",1,"Civilians (Russia)",,7,17,,643,Europe,Russia,Kursk,Glushkovskiy,,Glushkovo,51.3415,34.636,1,"Nasha Niva",Regional,"Looting: Around 17 August 2024 (between 16 August - 18 August), Russian soldiers looted a tech store in the town of Glushkovo (Glushkovskiy, Kursk). The soldiers, suspectedly from 'Akhmat' Chechen Battalion were seen on security cameras breaking the showcases and take the stock of tech equipment out of the store.",0,,1724787175
